State ,City,Location,Month,Nitrogen,Phosphorous,Potassium,Temperature,Humidity,Ph,RainFall,CropType
Ohio,Dayton,39°47′N 84°12′W / 39.78°N 84.20°W,July,70,47,44,66.73127187,85,3,45.1,rice
South Carolina,Columbia,34°02′N 80°55′W / 34.04°N 80.91°W,July,67,54,52,51.51447942,78,7,88,mango
California,Orange,33°47′N 117°52′W / 33.79°N 117.86°W,July,88,43,67,72.46855858,83,3,87.4,papaya
Iowa,Cedar Rapids,41°58′N 91°41′W / 41.97°N 91.68°W,July,67,42,78,56.88546307,81,6,138.2,watermelon
Connecticut,Stamford,41°05′N 73°33′W / 41.08°N 73.55°W,July,78,75,55,50.73668422,67,3,139.2,grapes
California,Victorville,34°32′N 117°21′W / 34.53°N 117.35°W,July,80,80,78,54.97829765,78,5,55.4,mothbeans
California,Pasadena,34°10′N 118°08′W / 34.16°N 118.14°W,July,87,59,72,79.36527306,84,3,95.7,lentil
New Jersey,Elizabeth,40°40′N 74°11′W / 40.67°N 74.19°W,July,83,76,47,54.07189343,85,5,82,maize
Connecticut,New Haven,41°19′N 72°55′W / 41.31°N 72.92°W,July,74,57,68,63.61379639,81,6,65.1,muskmelon
Florida,Miramar,25°58′N 80°20′W / 25.97°N 80.34°W,July,72,41,62,62.29242014,77,8,101.9,orange
Washington,Kent,47°23′N 122°13′W / 47.39°N 122.21°W,July,73,62,48,63.44417539,80,8,67.7,grapes
Michigan,Sterling Heights,42°35′N 83°02′W / 42.58°N 83.03°W,July,84,70,59,79.56148213,71,8,60.7,chickpea
Texas,Carrollton,32°59′N 96°54′W / 32.99°N 96.90°W,July,66,54,47,70.13366218,83,7,136,jute
Florida,Coral Springs,26°16′N 80°16′W / 26.27°N 80.26°W,July,68,54,66,65.18591776,77,5,93.4,lentil
Texas,Midland,32°01′N 102°07′W / 32.02°N 102.11°W,July,72,46,46,67.92263122,69,5,109.5,mungbean
Oklahoma,Norman,35°14′N 97°21′W / 35.24°N 97.35°W,July,81,72,42,74.17047681,80,4,100.3,kidneybeans
Georgia,Athens,33°57′N 83°22′W / 33.95°N 83.37°W,July,91,49,47,65.69591393,78,5,137.9,orange
California,Santa Clara,37°22′N 121°58′W / 37.36°N 121.97°W,July,80,45,43,70.74077074,69,6,106.5,chickpea
Missouri,Columbia,38°57′N 92°20′W / 38.95°N 92.33°W,July,92,65,48,79.0231111,78,6,134.4,muskmelon
North Dakota,Fargo,46°52′N 96°50′W / 46.86°N 96.83°W,July,83,73,47,65.0576285,66,5,82.9,muskmelon
Texas,Pearland,29°34′N 95°19′W / 29.56°N 95.32°W,July,78,74,45,72.49269355,84,5,149.7,blackgram
California,Simi Valley,34°16′N 118°45′W / 34.27°N 118.75°W,July,86,52,53,54.63907806,77,7,113.6,pomegranate
Idaho,Meridian,43°37′N 116°24′W / 43.61°N 116.40°W,July,66,64,58,60.62907383,74,7,117.5,grapes
Kansas,Topeka,39°02′N 95°41′W / 39.03°N 95.69°W,July,75,48,75,63.00072098,83,6,100.4,pigeonpeas
Pennsylvania,Allentown,40°35′N 75°29′W / 40.59°N 75.48°W,July,92,83,73,73.023547,72,4,43.2,maize
California,Thousand Oaks,34°11′N 118°52′W / 34.19°N 118.87°W,July,86,54,82,59.83176182,80,4,69.8,lentil
Texas,Abilene,32°27′N 99°44′W / 32.45°N 99.74°W,July,90,72,47,49.76391483,68,4,90,grapes
California,Vallejo,38°07′N 122°16′W / 38.11°N 122.26°W,July,87,57,75,57.88350231,72,7,133.3,mungbean
California,Concord,37°58′N 122°00′W / 37.97°N 122.00°W,July,80,62,40,64.91092307,81,8,46.5,watermelon
Texas,Round Rock,30°32′N 97°40′W / 30.53°N 97.66°W,July,73,57,81,62.9894258,76,7,70.3,orange
Colorado,Arvada,39°50′N 105°09′W / 39.83°N 105.15°W,July,79,77,80,53.95786609,71,3,103.2,jute
California,Clovis,36°50′N 119°41′W / 36.83°N 119.68°W,July,71,51,70,59.09581849,81,7,121.1,mango
Florida,Palm Bay,27°58′N 80°40′W / 27.96°N 80.66°W,July,81,44,57,56.14991907,85,5,48.7,papaya
Missouri,Independence,39°05′N 94°21′W / 39.09°N 94.35°W,July,65,75,53,73.39257652,78,4,95.6,rice
Louisiana,Lafayette,30°13′N 92°02′W / 30.21°N 92.03°W,July,74,77,81,46.75560161,74,4,41.1,cotton
Michigan,Ann Arbor,42°17′N 83°44′W / 42.28°N 83.73°W,July,71,61,85,71.88720722,75,8,64.3,grapes
Minnesota,Rochester,44°01′N 92°29′W / 44.02°N 92.48°W,July,85,69,42,52.17147269,74,4,148.8,mothbeans
Connecticut,Hartford,41°46′N 72°41′W / 41.77°N 72.68°W,July,91,69,48,77.37814424,76,4,148.5,orange
Texas,College Station,30°35′N 96°18′W / 30.59°N 96.30°W,July,72,51,57,60.99141236,65,4,110,jute
California,Fairfield,38°16′N 122°02′W / 38.26°N 122.03°W,July,82,77,74,58.75767753,83,6,142,mango
North Carolina,Wilmington,34°13′N 77°53′W / 34.21°N 77.89°W,July,91,69,76,51.37255301,82,5,83.7,mothbeans
South Carolina,North Charleston,32°55′N 80°04′W / 32.92°N 80.07°W,July,78,57,47,66.43618268,75,6,52.5,orange
Montana,Billings,45°47′N 108°33′W / 45.79°N 108.55°W,July,66,81,66,52.48663967,71,7,71.7,apple
Florida,West Palm Beach,26°45′N 80°08′W / 26.75°N 80.13°W,July,70,74,57,45.38733215,76,5,41.2,lentil
California,Berkeley,37°52′N 122°18′W / 37.87°N 122.30°W,July,76,56,52,57.56945939,71,6,133.9,pomegranate
Massachusetts,Cambridge,42°23′N 71°07′W / 42.38°N 71.12°W,July,81,69,70,72.46562858,80,4,133,mothbeans
Florida,Clearwater,27°59′N 82°46′W / 27.98°N 82.77°W,July,73,44,82,67.60566532,75,7,125.7,chickpea
Utah,West Jordan,40°36′N 112°00′W / 40.60°N 112.00°W,July,67,76,41,69.02139111,81,7,55.2,papaya
Indiana,Evansville,37°59′N 87°32′W / 37.99°N 87.53°W,July,92,49,45,49.47261505,78,8,140.7,lentil
Texas,Richardson,32°58′N 96°43′W / 32.97°N 96.71°W,July,88,71,81,67.74418451,65,8,104.7,pomegranate
Oklahoma,Broken Arrow,36°02′N 95°47′W / 36.04°N 95.78°W,July,67,45,82,72.86626901,82,6,129.2,maize
California,Richmond,37°57′N 122°22′W / 37.95°N 122.36°W,July,88,75,66,69.31081771,65,7,114.8,pigeonpeas
Texas,League City,29°29′N 95°07′W / 29.49°N 95.11°W,July,79,57,48,55.51662813,70,7,135,grapes
New Hampshire,Manchester,42°59′N 71°26′W / 42.98°N 71.44°W,July,73,49,52,55.18582776,71,4,51.6,lentil
Florida,Lakeland,28°04′N 81°57′W / 28.06°N 81.95°W,July,93,83,48,65.82387648,81,4,107.6,chickpea
California,Carlsbad,33°08′N 117°17′W / 33.13°N 117.28°W,July,71,83,63,57.27894086,72,5,127.8,papaya
California,Antioch,37°59′N 121°48′W / 37.98°N 121.80°W,July,70,71,42,75.81511976,85,7,122.4,muskmelon
Colorado,Westminster,39°53′N 105°04′W / 39.88°N 105.06°W,July,78,42,69,60.57147228,79,6,117.6,lentil
North Carolina,High Point,35°59′N 79°59′W / 35.99°N 79.99°W,July,72,63,67,78.60105339,78,4,61.1,grapes
Utah,Provo,40°15′N 111°39′W / 40.25°N 111.65°W,July,73,59,55,74.24504333,74,4,53,papaya
Massachusetts,Lowell,42°38′N 71°19′W / 42.64°N 71.32°W,July,90,68,51,52.09180436,70,5,64.9,blackgram
Illinois,Elgin,42°02′N 88°20′W / 42.04°N 88.33°W,July,74,79,76,69.6424842,84,6,117.8,blackgram
Connecticut,Waterbury,41°34′N 73°02′W / 41.56°N 73.04°W,July,86,44,78,62.68221194,76,8,111.3,chickpea
Illinois,Springfield,39°47′N 89°38′W / 39.79°N 89.64°W,July,80,45,53,54.78034996,76,8,95.6,blackgram
Oregon,Gresham,45°30′N 122°26′W / 45.50°N 122.44°W,July,86,41,69,49.72846937,83,7,116.2,papaya
California,Murrieta,33°34′N 117°11′W / 33.57°N 117.19°W,July,71,55,46,73.3566559,73,4,65.5,pigeonpeas
Texas,Lewisville,33°03′N 96°59′W / 33.05°N 96.98°W,July,67,46,69,60.95712174,71,3,104.1,maize
New Mexico,Las Cruces,32°20′N 106°47′W / 32.33°N 106.79°W,July,86,48,75,53.71064231,80,5,109.4,jute
Michigan,Lansing,42°43′N 84°34′W / 42.71°N 84.56°W,July,83,78,53,57.50320849,80,7,105.4,grapes
Texas,Beaumont,30°05′N 94°09′W / 30.08°N 94.15°W,July,68,64,75,47.58508921,65,3,141.1,rice
Texas,Odessa,31°53′N 102°21′W / 31.88°N 102.35°W,July,74,77,70,50.20135344,85,4,54.2,lentil
Colorado,Pueblo,38°16′N 104°37′W / 38.27°N 104.61°W,July,73,52,56,50.88256899,82,4,136.8,pigeonpeas
Illinois,Peoria,40°45′N 89°37′W / 40.75°N 89.62°W,July,89,53,69,70.18602679,72,6,98.3,lentil
California,Downey,33°56′N 118°08′W / 33.94°N 118.13°W,July,86,79,52,54.29750432,82,7,109.5,pomegranate
Florida,Pompano Beach,26°14′N 80°08′W / 26.24°N 80.13°W,July,85,72,59,59.71765841,70,6,53.7,rice
Florida,Miami Gardens,25°57′N 80°14′W / 25.95°N 80.24°W,July,65,76,69,45.75736216,80,8,105,papaya
California,Temecula,33°29′N 117°08′W / 33.49°N 117.13°W,July,71,61,55,62.89185413,70,8,107.5,muskmelon
Washington,Everett,47°57′N 122°11′W / 47.95°N 122.19°W,July,90,68,64,53.72721396,71,4,101.4,lentil
California,Costa Mesa,33°40′N 117°55′W / 33.67°N 117.91°W,July,86,56,51,79.66466447,83,8,70.1,jute
California,Ventura,34°16′N 119°15′W / 34.27°N 119.25°W,July,74,60,80,59.84450206,80,3,66.6,chickpea
Nevada,Sparks,39°34′N 119°43′W / 39.57°N 119.72°W,July,66,62,62,73.04127526,73,8,147.2,cotton
California,Santa Maria,34°56′N 120°26′W / 34.93°N 120.44°W,July,75,64,83,55.56861587,71,3,64.5,blackgram
Texas,Sugar Land,29°35′N 95°38′W / 29.59°N 95.63°W,July,65,81,63,75.30463321,83,8,76.4,watermelon
Colorado,Greeley,40°25′N 104°46′W / 40.41°N 104.77°W,July,83,54,63,48.74083292,69,4,144.7,chickpea
Georgia,South Fulton,33°40′N 84°34′W / 33.66°N 84.57°W,July,67,52,83,73.26192885,83,6,67.7,rice
Michigan,Dearborn,42°19′N 83°13′W / 42.31°N 83.21°W,July,84,80,76,72.57205413,68,4,135.6,jute
North Carolina,Concord,35°23′N 80°38′W / 35.39°N 80.64°W,July,77,53,48,51.86742711,84,4,66.1,kidneybeans
New Jersey,Edison,40°30′N 74°21′W / 40.50°N 74.35°W,July,79,51,42,64.93139173,69,7,98.8,jute
Texas,Tyler,32°19′N 95°19′W / 32.32°N 95.31°W,July,66,46,75,78.04940465,69,4,54.6,papaya
Georgia,Sandy Springs,33°56′N 84°22′W / 33.93°N 84.37°W,July,80,74,82,69.82689093,76,8,125.8,maize
California,West Covina,34°04′N 117°55′W / 34.06°N 117.91°W,July,67,80,57,47.15732116,66,7,99.3,mungbean
Wisconsin,Green Bay,44°31′N 87°59′W / 44.52°N 87.99°W,July,77,47,67,67.79474057,66,4,73.5,mango
Colorado,Centennial,39°35′N 104°52′W / 39.59°N 104.87°W,July,70,43,72,64.69432778,67,8,58.1,maize
California,Jurupa Valley,34°00′N 117°28′W / 34.00°N 117.47°W,July,65,58,63,76.4427679,75,4,113,cotton
California,El Monte,34°04′N 118°02′W / 34.07°N 118.03°W,July,65,73,66,61.68132018,74,6,54.4,rice
Texas,Allen,33°07′N 96°40′W / 33.11°N 96.67°W,July,78,41,54,78.00254764,78,3,108.6,mungbean
Oregon,Hillsboro,45°32′N 122°56′W / 45.53°N 122.94°W,July,83,46,71,68.36283147,70,6,66.1,papaya
California,Menifee,33°41′N 117°11′W / 33.69°N 117.18°W,July,66,84,42,45.03834867,76,3,97.6,blackgram
Idaho,Nampa,43°35′N 116°34′W / 43.58°N 116.56°W,July,90,68,68,56.22305526,67,5,85.2,mungbean
Washington,Spokane Valley,47°40′N 117°14′W / 47.66°N 117.23°W,July,68,42,60,61.34189838,79,5,143.5,maize
New Mexico,Rio Rancho,35°17′N 106°42′W / 35.29°N 106.70°W,July,65,59,59,62.47979658,65,8,66.9,kidneybeans
Massachusetts,Brockton,42°05′N 71°01′W / 42.08°N 71.02°W,July,79,74,42,71.58062494,85,6,106.8,orange
California,El Cajon,32°48′N 116°58′W / 32.80°N 116.96°W,July,66,57,65,71.06554428,83,7,90.4,pigeonpeas
California,Burbank,34°11′N 118°20′W / 34.19°N 118.33°W,July,84,67,41,54.9258668,82,6,76.3,blackgram
California,Inglewood,33°58′N 118°20′W / 33.96°N 118.34°W,July,71,63,70,63.17246647,80,7,133,papaya
Washington,Renton,47°29′N 122°11′W / 47.48°N 122.19°W,July,67,84,82,68.74244976,65,4,133.9,blackgram
Florida,Davie,26°05′N 80°17′W / 26.08°N 80.28°W,July,71,50,61,53.1454592,79,8,103.9,cotton
California,Rialto,34°07′N 117°23′W / 34.12°N 117.39°W,July,89,64,78,48.75706048,66,5,88.5,blackgram
Colorado,Boulder,40°01′N 105°15′W / 40.02°N 105.25°W,July,78,83,67,77.75706048,67,3,137.8,jute
Indiana,South Bend,41°41′N 86°16′W / 41.68°N 86.27°W,July,75,73,69,50.26368599,76,3,50.5,muskmelon
New Jersey,Woodbridge,40°34′N 74°17′W / 40.56°N 74.29°W,July,81,79,45,64.65971723,79,5,131.9,lentil
California,Vacaville,38°22′N 121°58′W / 38.36°N 121.97°W,July,66,73,48,67.65551947,67,3,111.7,apple
Texas,Wichita Falls,33°55′N 98°32′W / 33.91°N 98.53°W,July,89,71,74,69.6500649,65,6,108.7,jute
Missouri,Lee's Summit,38°55′N 94°23′W / 38.92°N 94.38°W,July,73,58,48,52.94323871,83,5,57.8,grapes
Texas,Edinburg,26°19′N 98°10′W / 26.32°N 98.16°W,July,88,42,51,70.35320276,77,6,48.1,muskmelon
California,Chico,39°46′N 121°49′W / 39.76°N 121.82°W,July,89,52,63,58.98157002,80,8,138.2,mothbeans
California,San Mateo,37°34′N 122°19′W / 37.56°N 122.31°W,July,87,84,67,77.63743081,74,8,88.4,watermelon
Oregon,Bend,44°04′N 121°19′W / 44.06°N 121.31°W,July,66,83,69,50.27668432,85,4,91.3,kidneybeans
Arizona,Goodyear,33°15′N 112°22′W / 33.25°N 112.37°W,July,82,81,50,51.87613702,77,4,66.6,mungbean
Arizona,Buckeye,33°26′N 112°38′W / 33.43°N 112.64°W,July,72,61,75,78.81749843,83,5,98.5,apple
California,Daly City,37°41′N 122°28′W / 37.69°N 122.47°W,July,76,71,62,54.09601579,70,6,56.5,mango
Indiana,Fishers,39°58′N 85°58′W / 39.96°N 85.97°W,July,74,65,65,68.50460269,81,8,49.9,cotton
Massachusetts,Quincy,42°16′N 71°01′W / 42.26°N 71.01°W,July,87,46,57,47.52965142,70,7,125.1,jute
Iowa,Davenport,41°34′N 90°36′W / 41.56°N 90.60°W,July,74,53,72,79.4952763,75,7,64.6,muskmelon
California,Hesperia,34°24′N 117°19′W / 34.40°N 117.32°W,July,86,76,51,77.30658777,67,3,125.7,chickpea
Massachusetts,New Bedford,41°40′N 70°56′W / 41.66°N 70.94°W,July,90,65,80,75.97433703,83,8,78.8,mothbeans
Massachusetts,Lynn,42°28′N 70°58′W / 42.47°N 70.96°W,July,84,41,84,51.61150351,76,3,113.3,muskmelon
Indiana,Carmel,39°58′N 86°09′W / 39.97°N 86.15°W,July,93,64,62,55.1902157,75,4,80.4,mango
Colorado,Longmont,40°10′N 105°06′W / 40.17°N 105.10°W,July,72,42,79,74.15419299,75,8,138.5,grapes
Alabama,Tuscaloosa,33°14′N 87°32′W / 33.23°N 87.53°W,July,78,81,49,47.47959621,76,5,82,pigeonpeas
California,Norwalk,33°55′N 118°05′W / 33.91°N 118.08°W,August,66,80,49,58.3805608,76,3,77.2,mungbean
New York,New York,40°40′N 73°56′W / 40.66°N 73.94°W,August,72,59,55,72.8657707,80,3,118.1,banana
California,Los Angeles,34°01′N 118°25′W / 34.02°N 118.41°W,August,84,63,69,61.0731863,79,6,99,mothbeans
Illinois,Chicago,41°50′N 87°41′W / 41.84°N 87.68°W,August,66,59,43,76.57060501,72,7,67.6,grapes
Texas,Houston,29°47′N 95°23′W / 29.79°N 95.39°W,August,71,61,47,58.04187356,65,6,42.3,watermelon
Arizona,Phoenix,33°34′N 112°05′W / 33.57°N 112.09°W,August,82,77,72,54.36590393,70,8,140.7,maize
Pennsylvania,Philadelphia,40°01′N 75°08′W / 40.01°N 75.13°W,August,91,58,51,62.68044638,83,3,45.4,pomegranate
Texas,San Antonio,29°28′N 98°31′W / 29.46°N 98.52°W,August,70,51,55,50.52130051,67,8,48.5,mothbeans
California,San Diego,32°49′N 117°08′W / 32.81°N 117.14°W,August,67,71,53,55.32073083,85,6,104.9,kidneybeans
Texas,Dallas,32°47′N 96°46′W / 32.79°N 96.77°W,August,86,77,61,63.72915719,67,8,138.4,muskmelon
California,San Jose,37°18′N 121°49′W / 37.30°N 121.81°W,August,79,72,54,67.83115383,72,3,137.2,grapes
Texas,Austin,30°18′N 97°45′W / 30.30°N 97.75°W,August,77,66,50,70.47921133,67,5,73,mango
Florida,Jacksonville,30°20′N 81°40′W / 30.34°N 81.66°W,August,65,61,71,74.04509526,75,5,98.3,maize
Texas,Fort Worth,32°47′N 97°21′W / 32.78°N 97.35°W,August,83,79,61,79.19440374,71,3,99.8,blackgram
Ohio,Columbus,39°59′N 82°59′W / 39.99°N 82.99°W,August,93,85,75,48.07631818,85,3,78.5,mungbean
Indiana,Indianapolis,39°47′N 86°09′W / 39.78°N 86.15°W,August,80,41,61,76.0759946,68,8,42.6,mothbeans
North Carolina,Charlotte,35°13′N 80°50′W / 35.21°N 80.83°W,August,92,74,79,74.52488089,80,5,87.7,mungbean
California,San Francisco,37°44′N 123°02′W / 37.73°N 123.03°W,August,86,79,57,60.0570962,70,4,123.4,chickpea
Washington,Seattle,47°37′N 122°21′W / 47.62°N 122.35°W,August,92,73,76,71.25167541,79,3,121.1,chickpea
Colorado,Denver,39°46′N 104°53′W / 39.76°N 104.88°W,August,65,67,71,62.59569515,73,3,60.7,kidneybeans
Oklahoma,Oklahoma City,35°28′N 97°31′W / 35.47°N 97.51°W,August,87,50,69,59.23449618,71,7,108.1,kidneybeans
Tennessee,Nashville,36°10′N 86°47′W / 36.17°N 86.79°W,August,84,62,45,50.68255299,72,5,101.3,blackgram
Texas,El Paso,31°51′N 106°26′W / 31.85°N 106.43°W,August,76,66,40,47.62999998,78,6,89.2,pigeonpeas
District of Columbia,Washington,38°54′N 77°01′W / 38.90°N 77.02°W,August,72,41,47,72.64742902,83,4,51.8,watermelon
Massachusetts,Boston,42°20′N 71°01′W / 42.34°N 71.02°W,August,88,66,85,51.60509954,81,6,77.9,maize
Nevada,Las Vegas,36°14′N 115°16′W / 36.23°N 115.26°W,August,67,62,62,61.08212918,70,5,130.4,maize
Oregon,Portland,45°32′N 122°39′W / 45.54°N 122.65°W,August,78,73,84,50.95377298,77,5,49.6,pigeonpeas
Michigan,Detroit,42°23′N 83°06′W / 42.38°N 83.10°W,August,89,84,58,52.90871745,67,6,47.9,watermelon
Kentucky,Louisville,38°10′N 85°39′W / 38.17°N 85.65°W,August,78,66,81,51.41964571,84,7,139,cotton
Tennessee,Memphis,35°07′N 89°58′W / 35.11°N 89.97°W,August,80,45,77,79.44553646,78,4,90.5,orange
Maryland,Baltimore,39°18′N 76°37′W / 39.30°N 76.61°W,August,83,70,67,64.31316741,70,5,149.5,muskmelon
Wisconsin,Milwaukee,43°04′N 87°58′W / 43.06°N 87.97°W,August,80,77,84,76.01127064,71,3,55.4,maize
New Mexico,Albuquerque,35°06′N 106°39′W / 35.10°N 106.65°W,August,69,44,74,60.19084192,73,4,61.4,orange
California,Fresno,36°47′N 119°47′W / 36.78°N 119.79°W,August,71,43,84,67.51295197,77,4,132.3,blackgram
Arizona,Tucson,32°09′N 110°52′W / 32.15°N 110.87°W,August,82,50,66,52.38384688,78,7,130.9,blackgram
California,Sacramento,38°34′N 121°28′W / 38.57°N 121.47°W,August,81,84,61,76.32284144,75,3,73.4,chickpea
Arizona,Mesa,33°24′N 111°43′W / 33.40°N 111.72°W,August,88,51,62,58.68689735,80,6,107.6,muskmelon
Missouri,Kansas City,39°07′N 94°34′W / 39.12°N 94.56°W,August,74,84,77,51.33662221,67,8,94.3,maize
Georgia,Atlanta,33°46′N 84°25′W / 33.76°N 84.42°W,August,66,77,72,61.86376463,79,7,113.1,lentil
Nebraska,Omaha,41°16′N 96°03′W / 41.26°N 96.05°W,August,92,41,55,49.75776372,73,7,104.9,cotton
Colorado,Colorado Springs,38°52′N 104°46′W / 38.87°N 104.76°W,August,89,59,70,66.16146459,67,7,66.8,chickpea
North Carolina,Raleigh,35°50′N 78°38′W / 35.83°N 78.64°W,August,85,81,43,69.81253936,72,3,79.4,banana
Virginia,Virginia Beach,36°47′N 76°02′W / 36.78°N 76.03°W,August,87,51,73,76.07691578,77,5,124.3,rice
California,Long Beach,33°47′N 118°10′W / 33.78°N 118.17°W,August,84,78,81,63.47338832,82,7,51.1,grapes
Florida,Miami,25°47′N 80°13′W / 25.78°N 80.21°W,August,72,62,71,68.35233779,67,8,103.3,apple
California,Oakland,37°46′N 122°14′W / 37.77°N 122.23°W,August,93,56,82,65.93714283,84,4,60.2,rice
Minnesota,Minneapolis,44°58′N 93°16′W / 44.96°N 93.27°W,August,68,40,75,73.80309641,69,7,48.6,lentil
Oklahoma,Tulsa,36°08′N 95°54′W / 36.13°N 95.90°W,August,82,62,82,47.11861821,81,4,92.7,lentil
California,Bakersfield,35°21′N 119°02′W / 35.35°N 119.04°W,August,67,70,63,64.43196863,71,4,128.9,papaya
Kansas,Wichita,37°41′N 97°21′W / 37.69°N 97.35°W,August,93,58,85,62.72059556,67,3,80.8,cotton
Texas,Arlington,32°42′N 97°07′W / 32.70°N 97.12°W,August,92,62,55,72.24558985,85,8,42.1,apple
Colorado,Aurora,39°42′N 104°43′W / 39.70°N 104.72°W,August,88,66,43,76.416601,68,7,143.4,muskmelon
Florida,Tampa,27°58′N 82°28′W / 27.97°N 82.47°W,August,74,80,45,78.62730117,78,8,93.6,mango
Louisiana,New Orleans,30°03′N 89°56′W / 30.05°N 89.93°W,August,73,63,50,59.86546381,75,3,144.1,papaya
Ohio,Cleveland,41°29′N 81°41′W / 41.48°N 81.68°W,August,72,60,78,61.1020709,66,6,94.5,kidneybeans
California,Anaheim,33°52′N 117°46′W / 33.86°N 117.76°W,August,69,61,44,54.30997692,65,5,136.5,chickpea
Hawaii,Honolulu,21°19′N 157°51′W / 21.32°N 157.85°W,August,78,64,72,59.76038515,65,5,136.6,pigeonpeas
Nevada,Henderson,36°01′N 115°02′W / 36.01°N 115.04°W,August,72,63,41,72.55855983,67,3,98.9,mungbean
California,Stockton,37°59′N 121°19′W / 37.98°N 121.31°W,August,84,66,58,57.37248711,72,3,107.9,pomegranate
Kentucky,Lexington,38°02′N 84°28′W / 38.04°N 84.46°W,August,65,77,65,60.02572796,75,4,148.2,blackgram
Texas,Corpus Christi,27°45′N 97°10′W / 27.75°N 97.17°W,August,66,63,59,78.11530284,82,4,101.4,watermelon
California,Riverside,33°56′N 117°23′W / 33.94°N 117.39°W,August,68,68,64,79.57243849,78,5,133.8,chickpea
California,Santa Ana,33°44′N 117°53′W / 33.74°N 117.88°W,August,87,73,82,65.8450541,77,8,52.6,banana
Florida,Orlando,28°25′N 81°15′W / 28.41°N 81.25°W,August,77,49,46,59.10624525,77,8,114.6,mothbeans
California,Irvine,33°41′N 117°46′W / 33.68°N 117.77°W,August,69,67,51,71.65821873,65,6,104.2,cotton
Ohio,Cincinnati,39°08′N 84°31′W / 39.14°N 84.51°W,August,73,48,40,45.16877361,79,3,139.5,chickpea
New Jersey,Newark,40°43′N 74°10′W / 40.72°N 74.17°W,August,89,40,69,71.12767772,84,4,109,mothbeans
